PostIndex,Topic,Emotion,AudioFormat,VideoFormat,Language
43337,Dance,affection,lip-syncing,self-shot,Hindi
43352,Dance,affection,lip-syncing,self-shot,Hindi
43421,Dance,neutral,background-song-with-lyrics,videos-with-text,Hindi
43485,Dance,confidence,lip-syncing,self-shot,Hindi
43511,Dance,happy,lip-syncing,self-shot,Hindi
43599,Dance,happy,lip-syncing,special-effects,Hindi
43618,Dance,happy,lip-syncing,special-effects,Hindi
43738,Dance,affection,lip-syncing,special-effects,Hindi
43756,Dance,happy,lip-syncing,self-shot,Hindi
43758,Dance,happy,lip-syncing,self-shot,Hindi
43805,Dance,happy,lip-syncing,self-shot,Hindi
43816,Dance,happy,lip-syncing,self-shot,Hindi
43827,Dance,happy,lip-syncing,self-shot,Hindi
43873,Dance,affection,lip-syncing,self-shot,Hindi
43881,Dance,affection,lip-syncing,special-effects,Hindi
43919,Dance,neutral,lip-syncing,self-shot,Hindi
43923,Dance,affection,lip-syncing,special-effects,Hindi
43928,Dance,neutral,lip-syncing,self-shot,Hindi
43958,Dance,affection,lip-syncing,special-effects,Hindi
44002,Dance,affection,background-song-with-lyrics,self-shot,Hindi
44062,Dance,affection,lip-syncing,self-shot,Hindi
44117,Dance,happy,lip-syncing,self-shot,Hindi
44127,Dance,happy,lip-syncing,special-effects,Hindi
44128,Dance,affection,lip-syncing,self-shot,Hindi
44153,Dance,affection,background-song-with-lyrics,self-shot,Hindi
44167,Dance,happy,lip-syncing,special-effects,Hindi
44192,Dance,affection,lip-syncing,self-shot,Hindi
44215,Dance,happy,lip-syncing,self-shot,Hindi
44258,Dance,happy,background-song-with-lyrics,reaction videos,Hindi
44305,Dance,affection,lip-syncing,self-shot,Hindi
44322,Dance,affection,lip-syncing,special-effects,Hindi
44361,Dance,affection,lip-syncing,special-effects,Hindi
44422,Dance,affection,lip-syncing,self-shot,Hindi
44432,Dance,affection,lip-syncing,self-shot,Hindi
44465,Dance,affection,lip-syncing,self-shot,Hindi
44484,Dance,affection,background-song-with-lyrics,self-shot,Hindi
44486,Dance,happy,background-song-with-lyrics,self-shot,Hindi
44488,Dance,affection,lip-syncing,self-shot,Hindi
44564,Dance,happy,lip-syncing,special-effects,Hindi
44589,Dance,affection,background-song-with-lyrics,self-shot,Hindi
44638,Dance,happy,lip-syncing,self-shot,Hindi
44758,Dance,happy,background-song-with-lyrics,self-shot,Hindi
44768,Dance,affection,lip-syncing,self-shot,Hindi
44777,Dance,affection,lip-syncing,self-shot,Hindi
44906,Dance,happy,lip-syncing,self-shot,Hindi
44927,Dance,affection,lip-syncing,self-shot,Hindi
44968,Dance,happy,lip-syncing,self-shot,Hindi
44969,Dance,affection,lip-syncing,self-shot,Hindi
44994,Dance,affection,lip-syncing,self-shot,Hindi
45017,Dance,affection,lip-syncing,special-effects,Hindi
45042,Dance,affection,lip-syncing,self-shot,Hindi
45095,Dance,affection,lip-syncing,self-shot,Hindi
45118,Dance,happy,lip-syncing,self-shot,Hindi
45130,Dance,affection,lip-syncing,self-shot,Hindi
45159,Dance,happy,background-song-with-lyrics,self-shot,Hindi
45243,Dance,happy,lip-syncing,special-effects,Hindi
45321,Dance,affection,lip-syncing,special-effects,Hindi
45331,Dance,affection,lip-syncing,self-shot,Hindi
45480,Dance,affection,lip-syncing,self-shot,Hindi
45505,Dance,happy,lip-syncing,special-effects,Hindi
45541,Dance,happy,background-song-with-lyrics,videos-with-text,Hindi
45586,Dance,affection,lip-syncing,reaction videos,Kannada
45603,Dance,happy,lip-syncing,self-shot,Kannada
45608,Dance,happy,lip-syncing,self-shot,Kannada
45620,Dance,confidence,lip-syncing,self-shot,Kannada
45628,Dance,affection,lip-syncing,special-effects,Kannada
45664,Dance,happy,lip-syncing,special-effects,Kannada
45704,Dance,happy,lip-syncing,self-shot,Kannada
45719,Dance,happy,lip-syncing,self-shot,Kannada
45732,Dance,affection,background-song-with-lyrics,self-shot,Kannada
45775,Dance,happy,lip-syncing,self-shot,Kannada
45792,Dance,happy,background-song-with-lyrics,self-shot,Kannada
45839,Dance,happy,lip-syncing,special-effects,Kannada
45853,Dance,affection,lip-syncing,self-shot,Kannada
45867,Dance,happy,background-song-with-lyrics,self-shot,Kannada
45885,Dance,affection,lip-syncing,self-shot,Kannada
45905,Dance,happy,background-song-with-lyrics,special-effects,Kannada
45916,Dance,happy,lip-syncing,self-shot,Kannada
45928,Dance,neutral,background-song-with-lyrics,self-shot,Kannada
45966,Dance,happy,lip-syncing,special-effects,Kannada
45981,Dance,neutral,lip-syncing,self-shot,Kannada
46007,Dance,happy,lip-syncing,self-shot,Kannada
46060,Dance,affection,background-song-with-lyrics,videos-with-text,Kannada
46092,Dance,happy,background-song-with-lyrics,videos-with-text,Kannada
46115,Dance,happy,lip-syncing,special-effects,Kannada
46117,Dance,affection,lip-syncing,special-effects,Kannada
46173,Dance,happy,lip-syncing,self-shot,Kannada
46191,Dance,affection,lip-syncing,self-shot,Kannada
46203,Dance,happy,lip-syncing,special-effects,Kannada
46211,Dance,happy,lip-syncing,self-shot,Kannada
46286,Dance,affection,lip-syncing,self-shot,Kannada
46288,Dance,affection,lip-syncing,self-shot,Kannada
46304,Dance,affection,background-song-with-lyrics,special-effects,Kannada
46305,Dance,happy,lip-syncing,self-shot,Kannada
46313,Dance,happy,lip-syncing,self-shot,Kannada
46316,Dance,affection,lip-syncing,special-effects,Kannada
46369,Dance,affection,lip-syncing,special-effects,Kannada
46461,Dance,happy,lip-syncing,self-shot,Kannada
46477,Dance,happy,lip-syncing,self-shot,Kannada
46508,Dance,affection,lip-syncing,self-shot,Kannada
46514,Dance,happy,lip-syncing,self-shot,Kannada
46543,Dance,happy,lip-syncing,self-shot,LanguageAgnostic
46550,Dance,happy,lip-syncing,collab,LanguageAgnostic
46551,Dance,happy,instrumental,special-effects,LanguageAgnostic
46555,Dance,happy,instrumental,collab,LanguageAgnostic
46558,Dance,happy,lip-syncing,self-shot,LanguageAgnostic
46569,Dance,neutral,instrumental,self-shot,LanguageAgnostic
46583,Dance,happy,instrumental,reaction videos,LanguageAgnostic
46596,Dance,neutral,instrumental,self-shot,LanguageAgnostic
46601,Dance,happy,instrumental,special-effects,LanguageAgnostic
46622,Dance,neutral,instrumental,self-shot,LanguageAgnostic
46633,Dance,happy,lip-syncing,self-shot,LanguageAgnostic
46636,Dance,neutral,instrumental,self-shot,LanguageAgnostic
46645,Dance,neutral,instrumental,special-effects,LanguageAgnostic
46651,Dance,happy,instrumental,self-shot,LanguageAgnostic
46656,Dance,neutral,instrumental,self-shot,LanguageAgnostic
46671,Dance,neutral,noise,self-shot,LanguageAgnostic
46691,Dance,happy,lip-syncing,self-shot,Malayalam
46694,Dance,happy,background-song-with-lyrics,special-effects,Malayalam
46697,Dance,happy,background-song-with-lyrics,reaction videos,Malayalam
46740,Dance,happy,lip-syncing,reaction videos,Malayalam
46791,Dance,happy,lip-syncing,reaction videos,Malayalam
46834,Dance,happy,lip-syncing,special-effects,Malayalam
46858,Dance,happy,lip-syncing,self-shot,Malayalam
46901,Dance,neutral,lip-syncing,reaction videos,Malayalam
46913,Dance,happy,lip-syncing,special-effects,Malayalam
46920,Dance,neutral,background-song-with-lyrics,self-shot,Malayalam
46983,Dance,happy,background-song-with-lyrics,self-shot,Malayalam
47030,Dance,happy,lip-syncing,self-shot,Malayalam
47053,Dance,happy,background-song-with-lyrics,self-shot,Malayalam
47070,Dance,happy,lip-syncing,self-shot,Malayalam
47096,Dance,happy,lip-syncing,self-shot,Malayalam
47132,Dance,happy,lip-syncing,reaction videos,Malayalam
47158,Dance,happy,lip-syncing,self-shot,Malayalam
47170,Dance,happy,lip-syncing,self-shot,Malayalam
47195,Dance,happy,lip-syncing,reaction videos,Marathi
47207,Dance,happy,lip-syncing,self-shot,Marathi
47254,Dance,happy,background-song-with-lyrics,videos-with-text,Marathi
47299,Dance,happy,background-song-with-lyrics,reaction videos,Marathi
47325,Dance,happy,background-song-with-lyrics,self-shot,Marathi
47333,Dance,happy,lip-syncing,reaction videos,Marathi
47365,Dance,happy,lip-syncing,videos-with-text,Marathi
47405,Dance,happy,lip-syncing,self-shot,Marathi
47419,Dance,happy,lip-syncing,self-shot,Marathi
47425,Dance,happy,lip-syncing,reaction videos,Marathi
47428,Dance,happy,lip-syncing,special-effects,Marathi
47429,Dance,happy,lip-syncing,reaction videos,Marathi
47471,Dance,happy,lip-syncing,reaction videos,Marathi
47473,Dance,happy,lip-syncing,reaction videos,Marathi
47480,Dance,happy,lip-syncing,reaction videos,Marathi
47481,Dance,happy,background-song-with-lyrics,self-shot,Marathi
47505,Dance,happy,lip-syncing,reaction videos,Marathi
47528,Dance,happy,lip-syncing,self-shot,Marathi
47537,Dance,happy,background-song-with-lyrics,videos-with-text,Marathi
47541,Dance,happy,lip-syncing,special-effects,Marathi
47555,Dance,happy,lip-syncing,self-shot,Marathi
47557,Dance,happy,lip-syncing,reaction videos,Marathi
47559,Dance,happy,lip-syncing,reaction videos,Marathi
47572,Dance,happy,lip-syncing,reaction videos,Marathi
47604,Dance,happy,lip-syncing,self-shot,Marathi
47624,Dance,happy,background-song-with-lyrics,self-shot,Marathi
47628,Dance,happy,lip-syncing,self-shot,Marathi
47633,Dance,happy,self-sung-song,special-effects,Marathi
47640,Dance,happy,lip-syncing,special-effects,Marathi
47658,Dance,happy,lip-syncing,self-shot,Marathi
47677,Dance,happy,lip-syncing,self-shot,Punjabi
47694,Dance,happy,lip-syncing,self-shot,Punjabi
47695,Dance,happy,lip-syncing,videos-with-text,Punjabi
47702,Dance,happy,lip-syncing,special-effects,Punjabi
47819,Dance,happy,lip-syncing,self-shot,Punjabi
48013,Dance,happy,lip-syncing,self-shot,Punjabi
48032,Dance,happy,lip-syncing,self-shot,Punjabi
48086,Dance,neutral,background-song-with-lyrics,self-shot,Punjabi
48119,Dance,happy,background-song-with-lyrics,videos-with-text,Punjabi
48149,Dance,happy,lip-syncing,special-effects,Punjabi
48191,Dance,happy,lip-syncing,self-shot,Punjabi
48249,Dance,happy,lip-syncing,self-shot,Punjabi
48292,Dance,happy,instrumental,videos-with-text,Punjabi
48304,Dance,happy,lip-syncing,self-shot,Punjabi
48338,Dance,happy,lip-syncing,self-shot,Punjabi
48345,Dance,happy,lip-syncing,self-shot,Punjabi
48442,Dance,happy,lip-syncing,self-shot,Punjabi
48451,Dance,happy,background-song-with-lyrics,self-shot,Punjabi
48511,Dance,neutral,lip-syncing,videos-with-text,Punjabi
48563,Dance,happy,lip-syncing,self-shot,Tamil
48601,Dance,happy,lip-syncing,self-shot,Tamil
48609,Dance,neutral,lip-syncing,self-shot,Tamil
48612,Dance,happy,lip-syncing,self-shot,Tamil
48643,Dance,happy,background-song-with-lyrics,self-shot,Tamil
48667,Dance,happy,lip-syncing,self-shot,Tamil
48691,Dance,happy,background-song-with-lyrics,special-effects,Tamil
48695,Dance,happy,lip-syncing,self-shot,Tamil
48720,Dance,happy,lip-syncing,self-shot,Tamil
48733,Dance,happy,lip-syncing,self-shot,Tamil
48740,Dance,happy,lip-syncing,self-shot,Tamil
48755,Dance,happy,lip-syncing,self-shot,Tamil
48785,Dance,happy,lip-syncing,self-shot,Tamil
48796,Dance,affection,lip-syncing,self-shot,Tamil
48809,Dance,happy,background-song-with-lyrics,self-shot,Tamil
48814,Dance,happy,background-song-with-lyrics,self-shot,Tamil
48884,Dance,happy,lip-syncing,self-shot,Tamil
48906,Dance,affection,lip-syncing,self-shot,Tamil
48911,Dance,happy,background-song-with-lyrics,self-shot,Tamil
48924,Dance,happy,lip-syncing,self-shot,Tamil
48925,Dance,happy,background-song-with-lyrics,special-effects,Tamil
48944,Dance,happy,lip-syncing,self-shot,Tamil
48962,Dance,happy,lip-syncing,self-shot,Tamil
48988,Dance,happy,lip-syncing,self-shot,Tamil
49029,Dance,happy,background-song-with-lyrics,self-shot,Tamil
49030,Dance,happy,lip-syncing,special-effects,Tamil
49033,Dance,happy,self-spoken-monologues,self-shot,Tamil
49069,Dance,happy,lip-syncing,self-shot,Tamil
49134,Dance,happy,background-song-with-lyrics,special-effects,Tamil
49140,Dance,happy,background-song-with-lyrics,self-shot,Tamil
49189,Dance,happy,lip-syncing,self-shot,Tamil
49235,Dance,happy,lip-syncing,special-effects,Tamil
49245,Dance,happy,background-song-with-lyrics,self-shot,Tamil
49283,Dance,happy,lip-syncing,self-shot,Tamil
49294,Dance,happy,background-song-with-lyrics,self-shot,Tamil
49325,Dance,happy,background-song-with-lyrics,special-effects,Tamil
49344,Dance,happy,background-song-with-lyrics,self-shot,Tamil
49374,Dance,happy,lip-syncing,self-shot,Tamil
49384,Dance,happy,lip-syncing,self-shot,Tamil
49397,Dance,happy,lip-syncing,videos-with-text,Tamil
49449,Dance,happy,lip-syncing,self-shot,Tamil
49474,Dance,happy,background-song-with-lyrics,self-shot,Tamil
49498,Dance,happy,lip-syncing,collab,Tamil
49505,Dance,happy,lip-syncing,self-shot,Tamil
49521,Dance,neutral,self-spoken-monologues,self-shot,Telugu
49546,Dance,happy,background-song-with-lyrics,self-shot,Telugu
49596,Dance,happy,lip-syncing,self-shot,Telugu
49695,Dance,happy,lip-syncing,special-effects,Telugu
49710,Dance,happy,lip-syncing,self-shot,Telugu
49852,Dance,happy,lip-syncing,self-shot,Telugu
49878,Dance,happy,lip-syncing,self-shot,Telugu
49920,Dance,happy,background-song-with-lyrics,self-shot,Telugu
49925,Dance,happy,self-spoken-monologues,self-shot,Telugu
49934,Dance,happy,lip-syncing,self-shot,Telugu
49996,Dance,affection,lip-syncing,self-shot,Telugu
50031,Dance,happy,lip-syncing,self-shot,Telugu
50068,Dance,happy,lip-syncing,special-effects,Telugu
50071,Dance,happy,self-spoken-monologues,self-shot,Telugu
50076,Dance,happy,lip-syncing,special-effects,Telugu
50097,Dance,affection,lip-syncing,self-shot,Telugu
50113,Dance,happy,lip-syncing,self-shot,Telugu
50115,Dance,happy,lip-syncing,self-shot,Telugu
50117,Dance,happy,background-song-with-lyrics,self-shot,Telugu
50120,Dance,happy,lip-syncing,special-effects,Telugu
50146,Dance,happy,background-song-with-lyrics,self-shot,Telugu
50152,Dance,happy,lip-syncing,special-effects,Telugu
50266,Dance,affection,lip-syncing,self-shot,Telugu
50267,Dance,happy,background-song-with-lyrics,self-shot,Telugu
50307,Dance,happy,lip-syncing,self-shot,Telugu
50324,Dance,affection,lip-syncing,self-shot,Telugu
50391,Dance,affection,lip-syncing,self-shot,Telugu
50394,Dance,happy,lip-syncing,self-shot,Telugu
50435,Dance,happy,background-song-with-lyrics,self-shot,Telugu
50482,Dance,happy,lip-syncing,self-shot,Telugu
50490,Dance,happy,lip-syncing,special-effects,Telugu
50508,Dance,happy,lip-syncing,self-shot,Telugu
3824,Couple Romance,happy,lip-syncing,special-effects,Gujarati
3830,Couple Romance,happy,lip-syncing,self-shot,Gujarati
3848,Couple Romance,affection,lip-syncing,collab,Gujarati
3858,Couple Romance,happy,background-song-with-lyrics,self-shot,Gujarati
3861,Couple Romance,happy,lip-syncing,self-shot,Gujarati
3867,Couple Romance,affection,lip-syncing,reaction videos,Gujarati
3870,Couple Romance,happy,background-song-with-lyrics,videos-with-text,Gujarati
3880,Couple Romance,happy,lip-syncing,collab,Gujarati
3884,Couple Romance,happy,background-song-with-lyrics,special-effects,Gujarati
3887,Couple Romance,happy,lip-syncing,self-shot,Gujarati
3891,Couple Romance,happy,background-song-with-lyrics,self-shot,Gujarati
3906,Couple Romance,confidence,lip-syncing,self-shot,Gujarati
3911,Couple Romance,happy,background-song-with-lyrics,special-effects,Gujarati
3920,Couple Romance,happy,lip-syncing,self-shot,Gujarati
3926,Couple Romance,affection,background-song-with-lyrics,self-shot,Gujarati
3927,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Gujarati
3930,Couple Romance,affection,lip-syncing,collab,Gujarati
3939,Couple Romance,happy,lip-syncing,self-shot,Gujarati
3940,Couple Romance,happy,lip-syncing,reaction videos,Gujarati
3947,Couple Romance,neutral,self-spoken-dialogues,collab,Gujarati
3951,Couple Romance,happy,background-song-with-lyrics,self-shot,Gujarati
3952,Couple Romance,neutral,lip-syncing,self-shot,Gujarati
3981,Couple Romance,affection,background-song-with-lyrics,collab,Gujarati
3988,Couple Romance,neutral,background-song-with-lyrics,slideshow,Gujarati
4004,Couple Romance,happy,lip-syncing,collab,Gujarati
4008,Couple Romance,neutral,lip-syncing,self-shot,Gujarati
4026,Couple Romance,happy,background-song-with-lyrics,videos-with-text,Gujarati
4032,Couple Romance,happy,lip-syncing,collab,Gujarati
4040,Couple Romance,happy,lip-syncing,collab,Gujarati
4041,Couple Romance,confidence,background-song-with-lyrics,videos-text-special-effects,Gujarati
4047,Couple Romance,affection,lip-syncing,collab,Gujarati
4048,Couple Romance,neutral,background-song-with-lyrics,self-shot,Gujarati
4050,Couple Romance,happy,background-song-with-lyrics,videos-with-text,Gujarati
4051,Couple Romance,happy,background-song-with-lyrics,self-shot,Gujarati
4054,Couple Romance,neutral,lip-syncing,self-shot,Gujarati
4069,Couple Romance,happy,self-spoken-dialogues,videos-text-special-effects,Gujarati
4076,Couple Romance,surprise,lip-syncing,special-effects,Gujarati
4078,Couple Romance,affection,lip-syncing,collab,Gujarati
4096,Couple Romance,affection,lip-syncing,reaction videos,Gujarati
4097,Couple Romance,happy,lip-syncing,collab,Gujarati
4099,Couple Romance,happy,lip-syncing,collab,Gujarati
4111,Couple Romance,happy,lip-syncing,collab,Gujarati
4122,Couple Romance,neutral,background-song-with-lyrics,reaction videos,Gujarati
4133,Couple Romance,happy,lip-syncing,reaction videos,Gujarati
4139,Couple Romance,confidence,lip-syncing,reaction videos,Gujarati
4144,Couple Romance,happy,lip-syncing,collab,Gujarati
4155,Couple Romance,affection,lip-syncing,collab,Gujarati
4158,Couple Romance,happy,lip-syncing,collab,Gujarati
4160,Couple Romance,neutral,lip-syncing,collab,Gujarati
4161,Couple Romance,neutral,background-song-with-lyrics,reaction videos,Gujarati
4164,Couple Romance,neutral,lip-syncing,collab,Gujarati
4171,Couple Romance,happy,lip-syncing,collab,Gujarati
4175,Couple Romance,affection,lip-syncing,collab,Gujarati
4176,Couple Romance,affection,lip-syncing,collab,Gujarati
4195,Couple Romance,neutral,background-song-with-lyrics,slideshow,Gujarati
4212,Couple Romance,happy,lip-syncing,collab,Gujarati
4213,Couple Romance,happy,lip-syncing,reaction videos,Gujarati
4220,Couple Romance,neutral,background-song-with-lyrics,reaction videos,Gujarati
4221,Couple Romance,happy,lip-syncing,reaction videos,Gujarati
4230,Couple Romance,happy,lip-syncing,self-shot,Haryanvi
4236,Couple Romance,happy,background-song-with-lyrics,videos-text-special-effects,Haryanvi
4245,Couple Romance,neutral,background-song-with-lyrics,videos-with-text,Haryanvi
4252,Couple Romance,affection,lip-syncing,self-shot,Haryanvi
4259,Couple Romance,happy,background-song-with-lyrics,self-shot,Haryanvi
4278,Couple Romance,confidence,background-song-with-lyrics,videos-with-text,Haryanvi
4309,Couple Romance,happy,lip-syncing,collab,Haryanvi
4310,Couple Romance,happy,lip-syncing,special-effects,Haryanvi
4327,Couple Romance,affection,lip-syncing,special-effects,Haryanvi
4334,Couple Romance,affection,lip-syncing,collab,Haryanvi
4344,Couple Romance,affection,lip-syncing,self-shot,Haryanvi
4357,Couple Romance,affection,lip-syncing,self-shot,Haryanvi
4361,Couple Romance,affection,background-song-with-lyrics,self-shot,Haryanvi
4369,Couple Romance,affection,background-song-with-lyrics,special-effects,Haryanvi
4384,Couple Romance,happy,lip-syncing,special-effects,Haryanvi
4385,Couple Romance,affection,self-spoken-dialogues,videos-with-text,Haryanvi
4394,Couple Romance,affection,lip-syncing,self-shot,Haryanvi
4397,Couple Romance,affection,background-song-with-lyrics,self-shot,Haryanvi
4404,Couple Romance,affection,lip-syncing,self-shot,Haryanvi
4410,Couple Romance,affection,background-song-with-lyrics,self-shot,Haryanvi
4419,Couple Romance,affection,lip-syncing,self-shot,Haryanvi
4443,Couple Romance,affection,background-song-with-lyrics,self-shot,Haryanvi
4445,Couple Romance,affection,lip-syncing,self-shot,Haryanvi
4466,Couple Romance,affection,lip-syncing,self-shot,Haryanvi
4510,Couple Romance,happy,background-song-with-lyrics,self-shot,Haryanvi
4520,Couple Romance,neutral,lip-syncing,videos-with-text,Haryanvi
4530,Couple Romance,happy,lip-syncing,self-shot,Haryanvi
4554,Couple Romance,happy,background-song-with-lyrics,self-shot,Haryanvi
4557,Couple Romance,happy,background-song-with-lyrics,self-shot,Haryanvi
4567,Couple Romance,affection,self-spoken-monologues,special-effects,Haryanvi
4583,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Haryanvi
4602,Couple Romance,surprise,background-song-with-lyrics,special-effects,Haryanvi
4603,Couple Romance,affection,background-song-with-lyrics,videos-text-special-effects,Haryanvi
4605,Couple Romance,happy,lip-syncing,self-shot,Haryanvi
4610,Couple Romance,happy,lip-syncing,special-effects,Haryanvi
4641,Couple Romance,neutral,lip-syncing,videos-with-text,Haryanvi
4644,Couple Romance,affection,background-song-with-lyrics,videos-text-special-effects,Haryanvi
4652,Couple Romance,neutral,background-song-with-lyrics,self-shot,Haryanvi
4664,Couple Romance,sad,lip-syncing,self-shot,Haryanvi
4666,Couple Romance,affection,lip-syncing,self-shot,Haryanvi
4682,Couple Romance,affection,lip-syncing,self-shot,Haryanvi
4689,Couple Romance,affection,lip-syncing,self-shot,Haryanvi
4697,Couple Romance,happy,lip-syncing,self-shot,Haryanvi
4720,Couple Romance,affection,lip-syncing,self-shot,Haryanvi
4742,Couple Romance,happy,background-song-with-lyrics,self-shot,Haryanvi
4750,Couple Romance,neutral,background-song-with-lyrics,videos-text-special-effects,Haryanvi
4758,Couple Romance,confidence,background-song-with-lyrics,special-effects,Haryanvi
4766,Couple Romance,affection,lip-syncing,special-effects,Haryanvi
4769,Couple Romance,sad,lip-syncing,self-shot,Haryanvi
4789,Couple Romance,sad,background-song-with-lyrics,self-shot,Haryanvi
4821,Couple Romance,affection,lip-syncing,self-shot,Haryanvi
4865,Couple Romance,happy,lip-syncing,self-shot,Haryanvi
4878,Couple Romance,affection,lip-syncing,self-shot,Haryanvi
4909,Couple Romance,affection,background-song-with-lyrics,special-effects,Haryanvi
4910,Couple Romance,affection,background-song-with-lyrics,self-shot,Haryanvi
4925,Couple Romance,affection,background-song-with-lyrics,self-shot,Haryanvi
4933,Couple Romance,happy,lip-syncing,self-shot,Haryanvi
4951,Couple Romance,happy,lip-syncing,self-shot,Haryanvi
4983,Couple Romance,affection,background-song-with-lyrics,collab,Haryanvi
4990,Couple Romance,affection,lip-syncing,self-shot,Haryanvi
4995,Couple Romance,sad,lip-syncing,special-effects,Haryanvi
4998,Couple Romance,neutral,background-song-with-lyrics,self-shot,Haryanvi
5001,Couple Romance,affection,lip-syncing,self-shot,Haryanvi
5028,Couple Romance,happy,background-song-with-lyrics,self-shot,Haryanvi
5063,Couple Romance,affection,background-song-with-lyrics,self-shot,Haryanvi
5092,Couple Romance,happy,lip-syncing,self-shot,Haryanvi
5114,Couple Romance,affection,lip-syncing,self-shot,Hindi
5162,Couple Romance,affection,lip-syncing,self-shot,Hindi
5164,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
5169,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
5173,Couple Romance,affection,lip-syncing,collab,Hindi
5175,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
5180,Couple Romance,affection,background-song-with-lyrics,image,Hindi
5200,Couple Romance,affection,lip-syncing,self-shot,Hindi
5204,Couple Romance,affection,self-spoken-dialogues,self-shot,Hindi
5208,Couple Romance,affection,lip-syncing,self-shot,Hindi
5209,Couple Romance,affection,lip-syncing,self-shot,Hindi
5272,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
5277,Couple Romance,neutral,background-song-with-lyrics,special-effects,Hindi
5285,Couple Romance,affection,lip-syncing,self-shot,Hindi
5287,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
5288,Couple Romance,happy,lip-syncing,special-effects,Hindi
5304,Couple Romance,happy,lip-syncing,self-shot,Hindi
5327,Couple Romance,affection,lip-syncing,special-effects,Hindi
5340,Couple Romance,affection,lip-syncing,self-shot,Hindi
5373,Couple Romance,sad,background-song-with-lyrics,special-effects,Hindi
5428,Couple Romance,affection,lip-syncing,special-effects,Hindi
5525,Couple Romance,affection,lip-syncing,self-shot,Hindi
5537,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
5550,Couple Romance,affection,lip-syncing,self-shot,Hindi
5567,Couple Romance,neutral,background-song-with-lyrics,special-effects,Hindi
5596,Couple Romance,affection,background-song-with-lyrics,image,Hindi
5603,Couple Romance,affection,lip-syncing,self-shot,Hindi
5604,Couple Romance,confidence,lip-syncing,special-effects,Hindi
5651,Couple Romance,happy,background-song-with-lyrics,videos-text-special-effects,Hindi
5658,Couple Romance,affection,lip-syncing,self-shot,Hindi
5662,Couple Romance,affection,lip-syncing,self-shot,Hindi
5678,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
5682,Couple Romance,affection,lip-syncing,self-shot,Hindi
5691,Couple Romance,affection,lip-syncing,videos-with-text,Hindi
5701,Couple Romance,affection,lip-syncing,self-shot,Hindi
5712,Couple Romance,affection,self-spoken-dialogues,movie/tv-show,Hindi
5716,Couple Romance,neutral,lip-syncing,videos-text-special-effects,Hindi
5717,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
5746,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
5760,Couple Romance,affection,lip-syncing,self-shot,Hindi
5775,Couple Romance,affection,background-song-with-lyrics,movie/tv-show,Hindi
5787,Couple Romance,affection,lip-syncing,self-shot,Hindi
5796,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
5802,Couple Romance,affection,lip-syncing,self-shot,Hindi
5822,Couple Romance,affection,lip-syncing,self-shot,Hindi
5855,Couple Romance,happy,background-song-with-lyrics,videos-with-text,Hindi
5877,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
5882,Couple Romance,affection,lip-syncing,self-shot,Hindi
5916,Couple Romance,neutral,lip-syncing,special-effects,Hindi
5918,Couple Romance,happy,lip-syncing,self-shot,Hindi
5941,Couple Romance,happy,background-song-with-lyrics,self-shot,Hindi
5942,Couple Romance,happy,lip-syncing,special-effects,Hindi
5943,Couple Romance,happy,lip-syncing,self-shot,Hindi
5956,Couple Romance,happy,lip-syncing,self-shot,Hindi
5976,Couple Romance,affection,lip-syncing,self-shot,Hindi
5980,Couple Romance,fear,background-song-with-lyrics,self-shot,Hindi
5984,Couple Romance,affection,lip-syncing,self-shot,Hindi
5985,Couple Romance,affection,lip-syncing,special-effects,Hindi
5987,Couple Romance,affection,background-song-with-lyrics,self-shot,Hindi
6012,Couple Romance,happy,background-song-with-lyrics,special-effects,Hindi
6023,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
6034,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
6038,Couple Romance,affection,lip-syncing,self-shot,Hindi
6040,Couple Romance,affection,self-spoken-monologues,self-shot,Hindi
6052,Couple Romance,affection,background-song-with-lyrics,special-effects,Hindi
6075,Couple Romance,happy,lip-syncing,self-shot,Hindi
6089,Couple Romance,affection,lip-syncing,self-shot,Hindi
6107,Couple Romance,happy,lip-syncing,self-shot,Hindi
6131,Couple Romance,affection,background-song-with-lyrics,videos-with-text,Hindi
6140,Couple Romance,happy,lip-syncing,special-effects,Hindi
6141,Couple Romance,affection,lip-syncing,special-effects,Hindi
6178,Couple Romance,affection,lip-syncing,self-shot,Hindi
6192,Couple Romance,affection,lip-syncing,videos-with-text,Hindi
6196,Couple Romance,affection,lip-syncing,self-shot,Hindi
6213,Couple Romance,happy,lip-syncing,self-shot,Hindi
